Word	Tag	Length	Sentence#
decently	O	8	354
with	O	4	354
just	O	4	354
the	O	3	354
regular	O	7	354
bathroom	O	8	354
breaks	O	6	354
haha	O	4	354
Told	O	4	355
me	O	2	355
to	O	2	355
make	O	4	355
friends	O	7	355
with	O	4	355
other	O	5	355
real	O	4	355
housewives	O	10	355
of	O	2	355
Brentwood	O	9	355
so	O	2	355
we	O	2	355
could	O	5	355
talk	O	4	355
about	O	5	355
rich	O	4	355
husbands	O	8	355
and	O	3	355
Botox	B-	5	355
😭😂	O	2	355
@	O	1	356
xmermaidmama	O	12	356
you	O	3	356
can	O	3	356
try	O	3	356
vitamins	B-	8	356
for	O	3	356
Olivia	O	6	356
!	O	1	356
Hudson	O	6	356
has	O	3	356
taken	O	5	356
vitamins	O	8	356
since	O	5	356
the	O	3	356
NICU	O	4	356
&	O	1	356
amp	O	3	356
;	O	1	356
it	O	2	356
helps	O	5	356
him	O	3	356
gain	O	4	356
weight	O	6	356
@	O	1	357
xmermaidmama	O	12	357
you	O	3	357
can	O	3	357
try	O	3	357
vitamins	O	8	357
for	O	3	357
Olivia	O	6	357
!	O	1	357
Hudson	O	6	357
has	O	3	357
taken	O	5	357
vitamins	B-	8	357
since	O	5	357
the	O	3	357
NICU	O	4	357
&	O	1	357
amp	O	3	357
;	O	1	357
it	O	2	357
helps	O	5	357
him	O	3	357
gain	O	4	357
weight	O	6	357
@	O	1	358
_JasmineMilan	O	13	358
🤔	O	1	358
you	O	3	358
must	O	4	358
have	O	4	358
got	O	3	358
an	O	2	358
epidural	B-	8	358
?	O	1	358
My	O	2	359
little	O	6	359
Ains	O	4	359
is	O	2	359
under	O	5	359
the	O	3	359
weather	O	7	359
.	O	1	359
She	O	3	359
is	O	2	359
has	O	3	359
viral	O	5	359
tonsillitis	O	11	359
.	O	1	359
They	O	4	359
do	O	2	359
n't	O	3	359
give	O	4	359
antibiotics	B-	11	359
…	O	1	359
https	O	5	359
:	O	1	359
//t.co/Rrm2sww15d	O	17	359
@	O	1	360
DeeJacksonVille	O	15	360
Braylon	O	7	360
and	O	3	360
yep	O	3	360
with	O	4	360
the	O	3	360
help	O	4	360
of	O	2	360
epidural	B-	8	360
keeping	O	7	360
the	O	3	360
pain	O	4	360
away	O	4	360
@	O	1	361
ChloeMugg	O	9	361
I	O	1	361
'm	O	2	361
allowed	O	7	361
gravol	B-	6	361
for	O	3	361
nights	O	6	361
I	O	1	361
ca	O	2	361
n't	O	3	361
get	O	3	361
to	O	2	361
sleep	O	5	361
.	O	1	361
Not	O	3	361
as	O	2	361
strong	O	6	361
as	O	2	361
good	O	4	361
stuff	O	5	361
but	O	3	361
something	O	9	361
?	O	1	361
If	O	2	362
anyone	O	6	362
tells	O	5	362
you	O	3	362
that	O	4	362
the	O	3	362
epidural	B-	8	362
wo	O	2	362
n't	O	3	362
make	O	4	362
your	O	4	362
back	O	4	362
hurt	O	4	362
.	O	1	362
THEM	O	4	362
HOES	O	4	362
ARE	O	3	362
LYING	O	5	362
.	O	1	362
My	O	2	362
lower	O	5	362
back	O	4	362
has	O	3	362
been	O	4	362
in	O	2	362
pain	O	4	362
since	O	5	362
.	O	1	362
my	O	2	363
birth	B-	5	363
control	I-	7	363
patch	I-	5	363
has	O	3	363
made	O	4	363
my	O	2	363
tits	O	4	363
huge	O	4	363
as	O	2	363
fuq	O	3	363
🙏	O	1	363
#	O	1	363
thankyou	O	8	363
@	O	1	364
_jasmineyvonne	O	14	364
Hey	O	3	364
!	O	1	364
He	O	2	364
is	O	2	364
sleep	O	5	364
...	O	3	364
still	O	5	364
has	O	3	364
a	O	1	364
Lil	O	3	364
anesthesia	B-	10	364
...	O	3	364
but	O	3	364
had	O	3	364
2	O	1	364
bottles	O	7	364
of	O	2	364
Pedialyte	O	9	364
and	O	3	364
has	O	3	364
n't	O	3	364
thrown	O	6	364
up	O	2	364
...	O	3	364
might	O	5	364
be	O	2	364
home	O	4	364
today	O	5	364
Off	O	3	365
to	O	2	365
get	O	3	365
my	O	2	365
flu	B-	3	365
shot	I-	4	365
at	O	2	365
work	O	4	365
today	O	5	365
,	O	1	365
want	O	4	365
to	O	2	365
get	O	3	365
a	O	1	365
head	O	4	365
start	O	5	365
at	O	2	365
building	O	8	365
my	O	2	365
immunity	O	8	365
to	O	2	365
protect	O	7	365
me	O	2	365
and	O	3	365
baby	O	4	365
!	O	1	365
#	O	1	365
getyourflushot	O	14	365
Yeah	O	4	366
im	O	2	366
allergic	O	8	366
to	O	2	366
codiene	B-	7	366
*	O	1	366
idunno	O	6	366
if	O	2	366
I	O	1	366
spelled	O	7	366
that	O	4	366
right	O	5	366
*	O	1	366
I	O	1	366
learned	O	7	366
that	O	4	366
the	O	3	366
hard	O	4	366
way	O	3	366
Steroid	B-	7	367
injection	I-	9	367
s	O	1	367
sting	O	5	367
like	O	4	367
a	O	1	367
trooper	O	7	367
!	O	1	367
!	O	1	367
I	O	1	367
do	O	2	367
n't	O	3	367
mind	O	4	367
needles	O	7	367
but	O	3	367
frig	O	4	367
me	O	2	367
the	O	3	367
liquid	O	6	367
hurts	O	5	367
!	O	1	367
!	O	1	367
“	O	1	368
@	O	1	368
lilduval	O	8	368
:	O	1	368
U	O	1	368
got	O	3	368
a	O	1	368
birth	B-	5	368
control	I-	7	368
shot	I-	4	368
so	O	2	368
u	O	1	368
would	O	5	368
n't	O	3	368
get	O	3	368
pregnant	O	8	368
.	O	1	368
Now	O	3	368
you	O	3	368
fat	O	3	368
and	O	3	368
look	O	4	368
pregnant	O	8	368
from	O	4	368
the	O	3	368
side	O	4	368
effects.	O	8	368
”	O	1	368
😂😂😂	O	3	368
LOL	O	3	368
!	O	1	368
I	O	1	369
need	O	4	369
some	O	4	369
tums	B-	4	369
Me	O	2	370
&	O	1	370
amp	O	3	370
;	O	1	370
baby	O	4	370
are	O	3	370
sick	O	4	370
😔	O	1	370
I	O	1	370
have	O	4	370
strep	O	5	370
throat	O	6	370
&	O	1	370
amp	O	3	370
;	O	1	370
I	O	1	370
'm	O	2	370
taking	O	6	370
Tylenol	B-	7	370
for	O	3	370
fever	O	5	370
...	O	3	370
😢	O	1	370
Pray	O	4	370
for	O	3	370
us	O	2	370
💔	O	1	370
@	O	1	371
ChloeMugg	O	9	371
I	O	1	371
got	O	3	371
asked	O	5	371
if	O	2	371
I	O	1	371
tried	O	5	371
ginger	O	6	371
...	O	3	371
I	O	1	371
'm	O	2	371
on	O	2	371
8	O	1	371
pills	O	5	371
of	O	2	371
diclectin	B-	9	371
a	O	1	371
day	O	3	371
...	O	3	371
yeah	O	4	371
,	O	1	371
I	O	1	371
've	O	3	371
tried	O	5	371
everything	O	10	371
!	O	1	371
@	O	1	372
mrrrager	O	8	372
oh	O	2	372
nooo	O	4	372
!	O	1	372
!	O	1	372
Do	O	2	372
you	O	3	372
take	O	4	372
anything	O	8	372
for	O	3	372
it	O	2	372
?	O	1	372
I	O	1	372
have	O	4	372
to	O	2	372
take	O	4	372
150mg	O	5	372
Zantac	B-	6	372
twice	O	5	372
a	O	1	372
day	O	3	372
&	O	1	372
amp	O	3	372
;	O	1	372
drink	O	5	372
gaviscon	O	8	372
extra	O	5	372
strength	O	8	372
whenever	O	8	372
I	O	1	372
need	O	4	372
..	O	2	372
@	O	1	373
mrrrager	O	8	373
oh	O	2	373
nooo	O	4	373
!	O	1	373
!	O	1	373
Do	O	2	373
you	O	3	373
take	O	4	373
anything	O	8	373
for	O	3	373
it	O	2	373
?	O	1	373
I	O	1	373
have	O	4	373
to	O	2	373
take	O	4	373
150mg	O	5	373
Zantac	O	6	373
twice	O	5	373
a	O	1	373
day	O	3	373
&	O	1	373
amp	O	3	373
;	O	1	373
drink	O	5	373
gaviscon	B-	8	373
extra	O	5	373
strength	O	8	373
whenever	O	8	373
I	O	1	373
need	O	4	373
..	O	2	373
Hudson	O	6	374
is	O	2	374
FINALLY	O	7	374
off	O	3	374
his	O	3	374
antibiotics	B-	11	374
&	O	1	374
amp	O	3	374
;	O	1	374
his	O	3	374
IV	O	2	374
drip	O	4	374
👏🏼🙌🏼	O	4	374
one	O	3	374
step	O	4	374
closer	O	6	374
to	O	2	374
coming	O	6	374
home	O	4	374
@	O	1	375
alison_buck239	O	14	375
they	O	4	375
might	O	5	375
give	O	4	375
you	O	3	375
steroids	B-	8	375
to	O	2	375
help	O	4	375
her	O	3	375
lungs	O	5	375
&	O	1	375
amp	O	3	375
;	O	1	375
another	O	7	375
medication	O	10	375
that	O	4	375
will	O	4	375
stop	O	4	375
contractions	O	12	375
,	O	1	375
that	O	4	375
usually	O	7	375
works	O	5	375
!	O	1	375
The	O	3	376
caffeine	B-	8	376
pills	I-	5	376
have	O	4	376
finally	O	7	376
worn	O	4	376
off	O	3	376
,	O	1	376
time	O	4	376
to	O	2	376
get	O	3	376
a	O	1	376
half	O	4	376
hour	O	4	376
nap	O	3	376
before	O	6	376
James	O	5	376
wakes	O	5	376
up	O	2	376
again	O	5	376
Imma	O	4	377
get	O	3	377
Botox	B-	5	377
so	O	2	377
my	O	2	377
brows	O	5	377
can	O	3	377
be	O	2	377
snatched	O	8	377
like	O	4	377
@	O	1	377
Amrezyyy	O	8	377
Staying	O	7	378
in	O	2	378
the	O	3	378
hospital	O	8	378
tonight.Diagnosed	O	17	378
with	O	4	378
preeclampsia.Was	O	16	378
given	O	5	378
shots	B-	5	378
to	O	2	378
make	O	4	378
her	O	3	378
lungs	O	5	378
grow	O	4	378
faster	O	6	378
,	O	1	378
and	O	3	378
hoping	O	6	378
she	O	3	378
stays	O	5	378
baking	O	6	378
longer	O	6	378
I	O	1	379
'm	O	2	379
all	O	3	379
like	O	4	379
babe	O	4	379
I	O	1	379
love	O	4	379
you	O	3	379
but	O	3	379
stay	O	4	379
the	O	3	379
fuck	O	4	379
away	O	4	379
from	O	4	379
me	O	2	379
*	O	1	379
throws	O	6	379
Tylenol	B-	7	379
&	O	1	379
amp	O	3	379
;	O	1	379
wet	O	3	379
rag	O	3	379
from	O	4	379
across	O	6	379
room	O	4	379
*	O	1	379
&	O	1	379
amp	O	3	379
;	O	1	379
sleep	O	5	379
on	O	2	379
the	O	3	379
couch	O	5	379
tonight	O	7	379
🙃	O	1	379
These	O	5	380
new	O	3	380
prenatal	B-	8	380
vitamins	I-	8	380
make	O	4	380
me	O	2	380
sick	O	4	380
.	O	1	380
😖	O	1	380
“	O	1	381
@	O	1	381
ifunnyorfact	O	12	381
:	O	1	381
Women	O	5	381
who	O	3	381
pretend	O	7	381
to	O	2	381
like	O	4	381
football	O	8	381
are	O	3	381
the	O	3	381
same	O	4	381
women	O	5	381
who	O	3	381
pretend	O	7	381
to	O	2	381
be	O	2	381
on	O	2	381
birth	B-	5	381
control	I-	7	381
.	O	1	381
”	O	1	381
😂😂	O	2	381
My	O	2	382
diet	O	4	382
consists	O	8	382
of	O	2	382
adderall	B-	8	382
for	O	3	382
breakfast	O	9	382
,	O	1	382
beer	O	4	382
for	O	3	382
dinner	O	6	382
,	O	1	382
&	O	1	382
amp	O	3	382
;	O	1	382
cake	O	4	382
pops	O	4	382
for	O	3	382
bed	O	3	382
time	O	4	382
snack	O	5	382
.	O	1	382
So	O	2	382
I	O	1	382
should	O	6	382
be	O	2	382
skinny	O	6	382
again	O	5	382
soon	O	4	382
.	O	1	382
Maintaining	O	11	383
my	O	2	383
most	O	4	383
minimal	O	7	383
level	O	5	383
of	O	2	383
regular	O	7	383
activity	O	8	383
is	O	2	383
becoming	O	8	383
so	O	2	383
hard	O	4	383
😭	O	1	383
+	O	1	383
tylenol	B-	7	383
/naps	O	5	383
no	O	2	383
longer	O	6	383
fix	O	3	383
everything	O	10	383
.	O	1	383
Just	O	4	383
sore	O	4	383
foreverrrrr	O	11	383
😵	O	1	383
@	O	1	384
Noct_Harley	O	11	384
God	O	3	384
knows	O	5	384
I	O	1	384
need	O	4	384
that	O	4	384
.	O	1	384
Will	O	4	384
need	O	4	384
to	O	2	384
check	O	5	384
my	O	2	384
prenatal	B-	8	384
&	O	1	384
amp	O	3	384
;	O	1	384
daily	O	5	384
multivitamin	O	12	384
to	O	2	384
see	O	3	384
if	O	2	384
I	O	1	384
need	O	4	384
more	O	4	384
@	O	1	385
Noct_Harley	O	11	385
God	O	3	385
knows	O	5	385
I	O	1	385
need	O	4	385
that	O	4	385
.	O	1	385
Will	O	4	385
need	O	4	385
to	O	2	385
check	O	5	385
my	O	2	385
prenatal	O	8	385
&	O	1	385
amp	O	3	385
;	O	1	385
daily	O	5	385
multivitamin	B-	12	385
to	O	2	385
see	O	3	385
if	O	2	385
I	O	1	385
need	O	4	385
more	O	4	385
these	O	5	386
prenatal	B-	8	386
vitamins	I-	8	386
got	O	3	386
me	O	2	386
feeling	O	7	386
sick	O	4	386
)	O	1	386
:	O	1	386
Like	O	4	387
you	O	3	387
know	O	4	387
how	O	3	387
I	O	1	387
'm	O	2	387
extra	O	5	387
cause	O	5	387
I	O	1	387
do	O	2	387
n't	O	3	387
need	O	4	387
Botox	B-	5	387
cause	O	5	387
I	O	1	387
do	O	2	387
n't	O	3	387
have	O	4	387
wrinkles	O	8	387
but	O	3	387
I	O	1	387
got	O	3	387
it	O	2	387
to	O	2	387
stop	O	4	387
them	O	4	387
in	O	2	387
case	O	4	387
lmao	O	4	387
I	O	1	388
wan	O	3	388
na	O	2	388
have	O	4	388
my	O	2	388
son	O	3	388
natural	O	7	388
w	O	1	388
no	O	2	388
epidural	B-	8	388
.	O	1	388
that	O	4	388
back	O	4	388
pain	O	4	388
it	O	2	388
leave	O	5	388
you	O	3	388
w	O	1	388
unt	O	3	388
unt	O	3	388
I	O	1	388
already	O	7	388
had	O	3	388
back	O	4	388
problems	O	8	388
before	O	6	388
him	O	3	388
The	O	3	389
fact	O	4	389
that	O	4	389
i	O	1	389
did	O	3	389
n't	O	3	389
take	O	4	389
my	O	2	389
pill	B-	4	389
by	O	2	389
accident	O	8	389
lastnight	O	9	389
and	O	3	389
im	O	2	389
insanely	O	8	389
sick	O	4	389
today	O	5	389
..	O	2	389
#	O	1	389
woops	O	5	389
I	O	1	390
swear	O	5	390
I	O	1	390
think	O	5	390
I	O	1	390
'm	O	2	390
the	O	3	390
only	O	4	390
person	O	6	390
who	O	3	390
's	O	2	390
prenatal	B-	8	390
pills	I-	5	390
makes	O	5	390
them	O	4	390
feel	O	4	390
sick	O	4	390
af	O	2	390
!	O	1	390
!	O	1	390
Told	O	4	391
Jordan	O	6	391
to	O	2	391
bring	O	5	391
me	O	2	391
Tylenol	O	7	391
&	O	1	391
amp	O	3	391
;	O	1	391
a	O	1	391
phenergen	O	9	391
&	O	1	391
amp	O	3	391
;	O	1	391
just	O	4	391
realized	O	8	391
he	O	2	391
gave	O	4	391
me	O	2	391
two	O	3	391
Tylenol	B-	7	391
pm	I-	2	391
..	O	2	391
its	O	3	391
only	O	4	391
2	O	1	391
and	O	3	391
I	O	1	391
got	O	3	391
no	O	2	391
sleep	O	5	391
last	O	4	391
night	O	5	391
.	O	1	391
Not	O	3	391
good	O	4	391
And	O	3	392
all	O	3	392
because	O	7	392
I	O	1	392
said	O	4	392
she	O	3	392
could	O	5	392
n't	O	3	392
have	O	4	392
her	O	3	392
brothers	O	8	392
epilepsy	B-	8	392
meds	I-	4	392
!	O	1	392
https	O	5	392
:	O	1	392
//t.co/xPQNgo8S6g	O	17	392
Can	O	3	393
not	O	3	393
understand	O	10	393
how	O	3	393
a	O	1	393
nurse	O	5	393
accepts	O	7	393
and	O	3	393
approves	O	8	393
of	O	2	393
GMO	O	3	393
insulin	B-	7	393
for	O	3	393
diabetics	O	9	393
,	O	1	393
but	O	3	393
says	O	4	393
GMO	O	3	393
crops	O	5	393
are	O	3	393
poisonous	O	9	393
?	O	1	393
#	O	1	393
facepalm	O	8	393
#	O	1	393
lostthebattle	O	13	393
@	O	1	394
zuzuhaha	O	8	394
thanks	O	6	394
,	O	1	394
I	O	1	394
'm	O	2	394
16wks	O	5	394
&	O	1	394
amp	O	3	394
;	O	1	394
still	O	5	394
taking	O	6	394
diclectin	B-	9	394
...	O	3	394
so	O	2	394
eventually	O	10	394
I	O	1	394
'll	O	3	394
feel	O	4	394
wonderful	O	9	394
:	O	1	394
)	O	1	394
I	O	1	395
sleep	O	5	395
next	O	4	395
to	O	2	395
a	O	1	395
bottle	O	6	395
of	O	2	395
tums	B-	4	395
.	O	1	395
#	O	1	395
fuckheartburn	O	13	395
#	O	1	395
kissmyASS	O	9	395
#	O	1	396
HeadDesk	O	8	396
of	O	2	396
the	O	3	396
day	O	3	396
,	O	1	396
courtesy	O	8	396
of	O	2	396
the	O	3	396
#	O	1	396
RiteAid	O	7	396
website	O	7	396
.	O	1	396
You	O	3	396
better	O	6	396
run	O	3	396
a	O	1	396
deal	O	4	396
on	O	2	396
headache	B-	8	396
meds	I-	4	396
,	O	1	396
RiteAid	O	7	396
.	O	1	396
You	O	3	396
owe	O	3	396
me	O	2	396
.	O	1	396
http	O	4	396
:	O	1	396
//t.co/xHQz26wm	O	15	396
Y'all	O	5	397
can	O	3	397
give	O	4	397
me	O	2	397
more	O	4	397
Ambien	B-	6	397
if	O	2	397
y'all	O	5	397
like	O	4	397
.	O	1	397
😂	O	1	397
Ended	O	5	398
up	O	2	398
getting	O	7	398
an	O	2	398
epidural	B-	8	398
and	O	3	398
I	O	1	398
feel	O	4	398
great	O	5	398
.	O	1	398
Time	O	4	398
to	O	2	398
try	O	3	398
to	O	2	398
get	O	3	398
some	O	4	398
sleep	O	5	398
.	O	1	398
my	O	2	399
pain	B-	4	399
meds	I-	4	399
do	O	2	399
n't	O	3	399
even	O	4	399
work	O	4	399
for	O	3	399
me	O	2	399
anymore	O	7	399
)	O	1	399
:	O	1	399
this	O	4	399
sucks	O	5	399
.	O	1	399
Thank	O	5	400
god	O	3	400
,	O	1	400
hallelujah	O	10	400
for	O	3	400
percocet	B-	8	400
.	O	1	400
Once	O	4	401
I	O	1	401
have	O	4	401
my	O	2	401
son	O	3	401
I	O	1	401
'm	O	2	401
getting	O	7	401
the	O	3	401
nexplanon	B-	9	401
because	O	7	401
it	O	2	401
has	O	3	401
no	O	2	401
side	O	4	401
effects	O	7	401
I	O	1	401
do	O	2	401
t	O	1	401
want	O	4	401
to	O	2	401
get	O	3	401
fat	O	3	401
like	O	4	401
other	O	5	401
people	O	6	401
Sorry	O	5	402
I	O	1	402
just	O	4	402
slammed	O	7	402
that	O	4	402
energy	O	6	402
drink	O	5	402
,	O	1	402
fetus	O	5	402
.	O	1	402
This	O	4	402
house	O	5	402
HAS	O	3	402
to	O	2	402
get	O	3	402
clean	O	5	402
&	O	1	402
amp	O	3	402
;	O	1	402
because	O	7	402
of	O	2	402
you	O	3	402
they	O	4	402
took	O	4	402
away	O	4	402
my	O	2	402
adderall	B-	8	402
.	O	1	402
@	O	1	403
chaydintaylor	O	13	403
VitaFusion	B-	10	403
prenatal	I-	8	403
gummies	I-	7	403
w/	O	2	403
all	O	3	403
the	O	3	403
flavors	O	7	403
is	O	2	403
literally	O	9	403
so	O	2	403
delicious	O	9	403
,	O	1	403
I	O	1	403
could	O	5	403
overdose😅	O	9	403
I	O	1	404
'm	O	2	404
still	O	5	404
amazed	O	6	404
how	O	3	404
fast	O	4	404
that	O	4	404
castor	B-	6	404
oil	I-	3	404
worked	O	6	404
...	O	3	404
I	O	1	404
literally	O	9	404
took	O	4	404
it	O	2	404
at	O	2	404
11:30pm	O	7	404
and	O	3	404
my	O	2	404
water	O	5	404
broke	O	5	404
at	O	2	404
4:30am	O	6	404
🙌🏾	O	2	404
Holy	O	4	405
heartburn	O	9	405
!	O	1	405
Already	O	7	405
took	O	4	405
a	O	1	405
dose	O	4	405
of	O	2	405
Tums	B-	4	405
and	O	3	405
still	O	5	405
raging	O	6	405
!	O	1	405
Send	O	4	405
help	O	4	405
&	O	1	405
amp	O	3	405
;	O	1	405
antacids	O	8	405
!	O	1	405
!	O	1	405
Holy	O	4	406
heartburn	O	9	406
!	O	1	406
Already	O	7	406
took	O	4	406
a	O	1	406
dose	O	4	406
of	O	2	406
Tums	O	4	406
and	O	3	406
still	O	5	406
raging	O	6	406
!	O	1	406
Send	O	4	406
help	O	4	406
&	O	1	406
amp	O	3	406
;	O	1	406
antacids	B-	8	406
!	O	1	406
!	O	1	406
Stephanie	O	9	407
sounds	O	6	407
like	O	4	407
she	O	3	407
needs	O	5	407
some	O	4	407
decongestant	B-	12	407
!	O	1	407
#	O	1	407
RAW	O	3	407
@	O	1	408
charliicl	O	9	408
I	O	1	408
am	O	2	408
burping	O	7	408
him	O	3	408
a	O	1	408
few	O	3	408
times	O	5	408
through	O	7	408
feed	O	4	408
.	O	1	408
Just	O	4	408
put	O	3	408
infacol	B-	7	408
on	O	2	408
my	O	2	408
asda	O	4	408
delivery	O	8	408
.	O	1	408
Thanks	O	6	408
for	O	3	408
reminding	O	9	408
me	O	2	408
about	O	5	408
it	O	2	408
!	O	1	408
So	O	2	409
ill	O	3	409
with	O	4	409
flu/cold	O	8	409
symptoms	O	8	409
I	O	1	409
can	O	3	409
barely	O	6	409
lift	O	4	409
my	O	2	409
head	O	4	409
!	O	1	409
Anyone	O	6	409
know	O	4	409
of	O	2	409
any	O	3	409
preggo-friendly	O	15	409
remedies	O	8	409
(	O	1	409
besides	O	7	409
paracetamol	B-	11	409
)	O	1	409
?	O	1	409
😰	O	1	409
@	O	1	410
chassidyyann	O	12	410
he	O	2	410
said	O	4	410
I	O	1	410
was	O	3	410
dehydrated	O	10	410
which	O	5	410
could	O	5	410
cause	O	5	410
the	O	3	410
cramping	O	8	410
so	O	2	410
I	O	1	410
got	O	3	410
some	O	4	410
fluids	O	6	410
and	O	3	410
antibiotics	B-	11	410
@	O	1	411
frugalyegmama	O	13	411
did	O	3	411
you	O	3	411
have	O	4	411
the	O	3	411
actual	O	6	411
shot	B-	4	411
or	O	2	411
the	O	3	411
nasal	O	5	411
spray	O	5	411
?	O	1	411
@	O	1	412
frugalyegmama	O	13	412
did	O	3	412
you	O	3	412
have	O	4	412
the	O	3	412
actual	O	6	412
shot	O	4	412
or	O	2	412
the	O	3	412
nasal	B-	5	412
spray	I-	5	412
?	O	1	412
The	O	3	413
FACT	O	4	413
I	O	1	413
drunk	O	5	413
this	O	4	413
castor	B-	6	413
oil	I-	3	413
shit	O	4	413
twice	O	5	413
do	O	2	413
n't	O	3	413
make	O	4	413
no	O	2	413
fucking	O	7	413
sense	O	5	413
...	O	3	413
I	O	1	413
would	O	5	413
n't	O	3	413
wish	O	4	413
that	O	4	413
on	O	2	413
my	O	2	413
worst	O	5	413
enemy	O	5	413
😷	O	1	413
High	O	4	414
af	O	2	414
off	O	3	414
the	O	3	414
morphine	B-	8	414
...	O	3	414
lol	O	3	414
I	O	1	415
hate	O	4	415
that	O	4	415
I	O	1	415
had	O	3	415
to	O	2	415
get	O	3	415
a	O	1	415
C	O	1	415
section	O	7	415
because	O	7	415
now	O	3	415
my	O	2	415
back	O	4	415
kills	O	5	415
me	O	2	415
from	O	4	415
the	O	3	415
epidural	B-	8	415
I	O	1	415
had	O	3	415
to	O	2	415
get	O	3	415
@	O	1	416
t_keeenom	O	9	416
That	O	4	416
's	O	2	416
what	O	4	416
I	O	1	416
'm	O	2	416
nervous	O	7	416
about	O	5	416
,	O	1	416
bc	O	2	416
I	O	1	416
sleep	O	5	416
so	O	2	416
damn	O	4	416
much	O	4	416
!	O	1	416
Did	O	3	416
you	O	3	416
get	O	3	416
an	O	2	416
epidural	B-	8	416
?	O	1	416
But	O	3	417
I	O	1	417
got	O	3	417
my	O	2	417
IUD	B-	3	417
just	O	4	417
in	O	2	417
case	O	4	417
lmfao	O	5	417
Rosie	O	5	417
's	O	2	417
going	O	5	417
to	O	2	417
be	O	2	417
an	O	2	417
only	O	4	417
child	O	5	417
Has	O	3	418
anyone	O	6	418
gotten	O	6	418
the	O	3	418
depo	B-	4	418
shot	I-	4	418
?	O	1	418
If	O	2	418
so	O	2	418
,	O	1	418
what	O	4	418
's	O	2	418
your	O	4	418
opinion	O	7	418
on	O	2	418
it	O	2	418
?	O	1	418
🤔	O	1	418
My	O	2	419
4th	O	3	419
Rhogam	B-	6	419
shot	I-	4	419
hurt	O	4	419
just	O	4	419
as	O	2	419
bad	O	3	419
as	O	2	419
my	O	2	419
1st	O	3	419
one	O	3	419
.	O	1	419
O	O	1	419
negative	O	8	419
blood	O	5	419
is	O	2	419
a	O	1	419
blessing	O	8	419
&	O	1	419
amp	O	3	419
;	O	1	419
a	O	1	419
curse	O	5	419
.	O	1	419
#	O	1	419
crybaby	O	7	419
@	O	1	420
callathekitten	O	14	420
She	O	3	420
is	O	2	420
currently	O	9	420
on	O	2	420
a	O	1	420
morphine	B-	8	420
drip	O	4	420
&	O	1	420
amp	O	3	420
;	O	1	420
hospice	O	7	420
is	O	2	420
taking	O	6	420
over	O	4	420
.	O	1	420
trying	O	6	420
to	O	2	420
just	O	4	420
make	O	4	420
her	O	3	420
comfortable	O	11	420
at	O	2	420
this	O	4	420
point	O	5	420
.	O	1	420
However	O	7	421
,	O	1	421
if	O	2	421
I	O	1	421
paired	O	6	421
the	O	3	421
wine	O	4	421
with	O	4	421
some	O	4	421
muscle	B-	6	421
relaxers	I-	8	421
,	O	1	421
I	O	1	421
might	O	5	421
have	O	4	421
a	O	1	421
greater	O	7	421
understanding	O	13	421
of	O	2	421
what	O	4	421
it	O	2	421
's	O	2	421
like	O	4	421
to	O	2	421
be	O	2	421
Rush	O	4	421
Limbaugh	O	8	421
...	O	3	421
#	O	1	421
Hmmm	O	4	421
Just	O	4	422
started	O	7	422
on	O	2	422
my	O	2	422
second	O	6	422
venti	O	5	422
iced	O	4	422
coffee	O	6	422
from	O	4	422
#	O	1	422
Starbucks	O	9	422
.	O	1	422
Drowsiness	O	10	422
is	O	2	422
INDEED	O	6	422
a	O	1	422
side	O	4	422
effect	O	6	422
of	O	2	422
muscle	B-	6	422
relaxers	I-	8	422
!	O	1	422
=	O	1	422
(	O	1	422
#	O	1	423
ad	O	2	423
Are	O	3	423
you	O	3	423
good	O	4	423
about	O	5	423
taking	O	6	423
#	O	1	423
vitamins	B-	8	423
?	O	1	423
#	O	1	423
HealthYourself	O	14	423
and	O	3	423
try	O	3	423
out	O	3	423
a	O	1	423
supplement	O	10	423
recommender	O	11	423
to	O	2	423
find	O	4	423
your	O	4	423
best	O	4	423
bets	O	4	423
!	O	1	423
http	O	4	423
:	O	1	423
//t.co/bLuFFHSbuf	O	17	423
Birth	B-	5	424
control	I-	7	424
✔️	O	2	424
Prenatal	O	8	424
✔️	O	2	424
When	O	4	425
your	O	4	425
birth	B-	5	425
control	I-	7	425
alarm	O	5	425
goes	O	4	425
off	O	3	425
&	O	1	425
amp	O	3	425
;	O	1	425
wakes	O	5	425
the	O	3	425
baby	O	4	425
that	O	4	425
just	O	4	425
fell	O	4	425
asleep	O	6	425
...	O	3	425
it	O	2	425
reminds	O	7	425
you	O	3	425
why	O	3	425
you	O	3	425
take	O	4	425
birth	O	5	425
control	O	7	425
in	O	2	425
the	O	3	425
1st	O	3	425
place	O	5	425
.	O	1	425
When	O	4	426
your	O	4	426
birth	O	5	426
control	O	7	426
alarm	O	5	426
goes	O	4	426
off	O	3	426
&	O	1	426
amp	O	3	426
;	O	1	426
wakes	O	5	426
the	O	3	426
baby	O	4	426
that	O	4	426
just	O	4	426
fell	O	4	426
asleep	O	6	426
...	O	3	426
it	O	2	426
reminds	O	7	426
you	O	3	426
why	O	3	426
you	O	3	426
take	O	4	426
birth	B-	5	426
control	I-	7	426
in	O	2	426
the	O	3	426
1st	O	3	426
place	O	5	426
.	O	1	426
I	O	1	427
really	O	6	427
need	O	4	427
to	O	2	427
pack	O	4	427
a	O	1	427
bag	O	3	427
